business_name,category,subcategory,address,city,phone,website,rating,num_reviews,description,source_url
St. Andre Bessette Catholic School,Education & Childcare,,60 Seggar Avenue,Ajax,(905) 819-8021,,,,,https://www.gtasearch.com/biz/st-andre-bessette-catholic-school-ajax
St. Bernadette Catholic School,Education & Childcare,,41 Bayly Street East,Ajax,(905) 683-0571,,,,,https://www.gtasearch.com/biz/st-bernadette-catholic-school-ajax
St. Catherine Of Siena School,Education & Childcare,,15 Bennett Avenue,Ajax,(905) 427-6105,,,,,https://www.gtasearch.com/biz/st-catherine-of-siena-school-ajax
St. Francis De Sales Catholic School,Education & Childcare,,72 Church Street South,Ajax,(905) 683-3320,,,,,https://www.gtasearch.com/biz/st-francis-de-sales-catholic-school-ajax
St. George's School And Daycare,Education & Childcare,Daycares,77 Randall Drive,Ajax,(905) 683-0545,,,,,https://www.gtasearch.com/biz/st-georges-school-and-daycare-ajax
St. James Catholic School,Education & Childcare,,10 Clover Ridge Drive West,Ajax,(905) 427-3327,,,,,https://www.gtasearch.com/biz/st-james-catholic-school-ajax
St. Josephine Bakhita Catholic School,Education & Childcare,,51 Williamson Drive East,Ajax,(905) 686-5905,,,,,https://www.gtasearch.com/biz/st-josephine-bakhita-catholic-school-ajax
St. Jude Catholic School,Education & Childcare,,68 Coles Avenue,Ajax,(905) 428-9304,,,,,https://www.gtasearch.com/biz/st-jude-catholic-school-ajax
St. Patrick Catholic School,Education & Childcare,,280 Delaney Drive,Ajax,(905) 427-2866,,,,,https://www.gtasearch.com/biz/st-patrick-catholic-school-ajax
St. Teresa Of Calcutta Catholic School,Education & Childcare,,15 Fishlock Street,Ajax,(905) 426-7064,,,,,https://www.gtasearch.com/biz/st-teresa-of-calcutta-catholic-school-ajax
Sunshine Learning Centre,Education & Childcare,Tutoring Centres,504 Kingston Road West,Ajax,(905) 239-1270,,,,,https://www.gtasearch.com/biz/sunshine-learning-centre-ajax
The Apple Tree Preschool,Education & Childcare,Daycares,365 Kingston Road East,Ajax,(905) 655-7205,,,,,https://www.gtasearch.com/biz/the-apple-tree-preschool-ajax
The Cave Boxing Academy,Education & Childcare,,"91 Station Street, Unit 8",Ajax,(289) 892-5430,,,,,https://www.gtasearch.com/biz/the-cave-boxing-academy-ajax
The Elephant Room,Education & Childcare,Daycares,"901 Harwood Avenue North, Unit 205",Ajax,(905) 683-8399,,,,,https://www.gtasearch.com/biz/the-elephant-room-ajax
The Elephant Room Day Care,Education & Childcare,Daycares,"545 Kingston Road West, Unit A",Ajax,(905) 683-8399,,,,,https://www.gtasearch.com/biz/the-elephant-room-day-care-ajax
Ucmas/Obotz-Robotics Ajax,Education & Childcare,,"1801 Harwood Avenue North, Unit 14",Ajax,(416) 666-6775,,,,,https://www.gtasearch.com/biz/ucmas-obotz-robotics-ajax-ajax
Villari's Martial Arts Centers,Education & Childcare,,172 Hunt Street,Ajax,(905) 683-0000,,,,,https://www.gtasearch.com/biz/villaris-martial-arts-centers-ajax
We Litty Center,Education & Childcare,Music Lessons,"835 Westney Road South, Unit 1",Ajax,(289) 272-7135,,,,,https://www.gtasearch.com/biz/we-litty-center-ajax
Westney Heights Ymca Before And After School,Education & Childcare,Daycares,45 Brennan Road,Ajax,(289) 927-3543,,,,,https://www.gtasearch.com/biz/westney-heights-ymca-before-and-after-school-ajax
Wilmont Piano Lessons,Education & Childcare,Music Lessons,29 Elizabeth Street,Ajax,(647) 204-8049,,,,,https://www.gtasearch.com/biz/wilmont-piano-lessons-ajax
A S K Driving School,Education & Childcare,Driving Schools,"1099 Kingston Road, Unit 211",Pickering,(416) 891-8995,,,,,https://www.gtasearch.com/biz/a-s-k-driving-school-pickering
Act One School Of Drama,Education & Childcare,Music Lessons,"1755 Plummer Street, Unit 1-2",Pickering,(905) 420-8129,,,,,https://www.gtasearch.com/biz/act-one-school-of-drama-pickering
Aim Gymnastics,Education & Childcare,,1503 Sandy Beach Road,Pickering,(905) 839-5260,,,,,https://www.gtasearch.com/biz/aim-gymnastics-pickering
All Seasons Driving School,Education & Childcare,Driving Schools,"1099 Kingston Road, Unit 208",Pickering,(905) 420-8641,,,,,https://www.gtasearch.com/biz/all-seasons-driving-school-pickering
Arts Unleashed,Education & Childcare,Music Lessons,"376 Kingston Road, Unit 7",Pickering,(289) 923-9773,,,,,https://www.gtasearch.com/biz/arts-unleashed-pickering
B And C Aquatics,Education & Childcare,,"821 Brock Road, Unit 10-11",Pickering,(905) 420-4141,,,,,https://www.gtasearch.com/biz/b-and-c-aquatics-pickering
Bare Yoga And Athletics,Education & Childcare,,"1099 Kingston Road, Unit 5D",Pickering,(905) 492-5683,,,,,https://www.gtasearch.com/biz/bare-yoga-and-athletics-pickering
Bayfair Daycare,Education & Childcare,Daycares,817 Kingston Road,Pickering,(905) 839-1842,,,,,https://www.gtasearch.com/biz/bayfair-daycare-pickering
Bayview Heights Ymca Child Care Centre,Education & Childcare,Daycares,1400 Garvolin Avenue,Pickering,(289) 624-2924,,,,,https://www.gtasearch.com/biz/bayview-heights-ymca-child-care-centre-pickering
Belle Wood Equestrian Centre,Education & Childcare,,2745 Sixth Concession Road,Pickering,(905) 995-3109,,,,,https://www.gtasearch.com/biz/belle-wood-equestrian-centre-pickering
Biidaasige Mandamin Ymca Before And After School,Education & Childcare,Daycares,777 Balaton Avenue,Pickering,(416) 697-1035,,,,,https://www.gtasearch.com/biz/biidaasige-mandamin-ymca-before-and-after-school-pickering
Blaisdale Montessori School,Education & Childcare,Daycares,415 Toynevale Road,Pickering,(905) 509-5005,,,,,https://www.gtasearch.com/biz/blaisdale-montessori-school-pickering
Bridges Daycare,Education & Childcare,Daycares,1066 Dunbarton Road,Pickering,(905) 831-9161,,,,,https://www.gtasearch.com/biz/bridges-daycare-pickering
Colwell Nursery School And Kindergarten,Education & Childcare,Daycares,755 Oklahoma Drive,Pickering,(905) 839-0074,,,,,https://www.gtasearch.com/biz/colwell-nursery-school-and-kindergarten-pickering
Creative Mindz,Education & Childcare,,"1735 Bayly Street, Unit 7A",Pickering,(416) 816-3101,,,,,https://www.gtasearch.com/biz/creative-mindz-pickering
Crock A Doodle,Education & Childcare,Music Lessons,"1822 Whites Road, Unit 6",Pickering,(905) 492-4822,,,,,https://www.gtasearch.com/biz/crock-a-doodle-pickering
Durham Taekwondo/Karate Martial Arts,Education & Childcare,,"1550 Bayly Street, Unit 32/33",Pickering,(905) 492-3698,,,,,https://www.gtasearch.com/biz/durham-taekwondo-karate-martial-arts-pickering
Eb Phin Ymca,Education & Childcare,Daycares,1500 Rougemount Drive,Pickering,(866) 317-6251,,,,,https://www.gtasearch.com/biz/eb-phin-ymca-pickering
Edukids Child Learning Centres,Education & Childcare,Daycares,"1875 Glenanna Road, Unit 101",Pickering,(905) 831-9966,,,,,https://www.gtasearch.com/biz/edukids-child-learning-centres-pickering
Edukids Child Learning Centres Ltd Brock Road,Education & Childcare,Daycares,"896 Brock Road, Unit 9",Pickering,(905) 831-7947,,,,,https://www.gtasearch.com/biz/edukids-child-learning-centres-ltd-brock-road-pickering
Eh To Zed,Education & Childcare,Daycares,"780 Kingston Road, Unit B11",Pickering,(905) 492-8400,,,,,https://www.gtasearch.com/biz/eh-to-zed-pickering
F4t école Montessori,Education & Childcare,Daycares,1367 Altona Road,Pickering,(416) 906-3846,,,,,https://www.gtasearch.com/biz/f4t-ecole-montessori-pickering
Father Fenelon Catholic School,Education & Childcare,,795 Eyer Drive,Pickering,(905) 830-5409,,,,,https://www.gtasearch.com/biz/father-fenelon-catholic-school-pickering
Father Fenelon Ymca Child Care,Education & Childcare,Daycares,795 Eyer Drive,Pickering,(905) 420-2343,,,,,https://www.gtasearch.com/biz/father-fenelon-ymca-child-care-pickering
Frenchman's Bay Ymca Before And After School,Education & Childcare,Daycares,920 Oklahoma Drive,Pickering,(866) 317-6251,,,,,https://www.gtasearch.com/biz/frenchmans-bay-ymca-before-and-after-school-pickering
Glengrove Ymca Child Care Centre,Education & Childcare,Daycares,1934 Glengrove Road,Pickering,(289) 631-1812,,,,,https://www.gtasearch.com/biz/glengrove-ymca-child-care-centre-pickering
Great Beginnings Child Care Centre,Education & Childcare,Daycares,1920 Bayly Street,Pickering,(905) 428-3464,,,,,https://www.gtasearch.com/biz/great-beginnings-child-care-centre-pickering
Helping Hands Daycare,Education & Childcare,Daycares,"734 Kingston Road, Unit 201",Pickering,(905) 837-2273,,,,,https://www.gtasearch.com/biz/helping-hands-daycare-pickering
Idea Lab Kids,Education & Childcare,Tutoring Centres,"1101 Kingston Road, Unit 160",Pickering,(905) 492-9000,,,,,https://www.gtasearch.com/biz/idea-lab-kids-pickering
Jacqueline's School Of Dance,Education & Childcare,Music Lessons,"1735 Bayly Street, Unit 18",Pickering,(905) 420-7399,,,,,https://www.gtasearch.com/biz/jacquelines-school-of-dance-pickering
Julie Glaude's Art Space,Education & Childcare,Music Lessons,"1105 Finch Avenue, Unit 2",Pickering,(905) 831-3989,,,,,https://www.gtasearch.com/biz/julie-glaudes-art-space-pickering
Kumon,Education & Childcare,,"375 Kingston Road, Unit 4A",Pickering,(905) 509-2266,,,,,https://www.gtasearch.com/biz/kumon-pickering
Kumon Math & Reading Centre,Education & Childcare,Tutoring Centres,"2460 Brock Road, Unit CO-202",Pickering,(289) 277-2800,,,,,https://www.gtasearch.com/biz/kumon-math-reading-centre-pickering
Kumon Math And Reading Center Of Pickering,Education & Childcare,,"1792 Liverpool Road, Unit 7",Pickering,(289) 275-7377,,,,,https://www.gtasearch.com/biz/kumon-math-and-reading-center-of-pickering-pickering
Lake Ridge Montessori,Education & Childcare,Daycares,3600 Lake Ridge Road,Pickering,(905) 655-1567,,,,,https://www.gtasearch.com/biz/lake-ridge-montessori-pickering
Laurie’s Learn To Skate,Education & Childcare,,"1064 Salk Road, Unit 17",Pickering,(905) 831-7111,,,,,https://www.gtasearch.com/biz/lauries-learn-to-skate-pickering
Leadr - Learning Essentials For Adults In Durham Region,Education & Childcare,Tutoring Centres,"1099 Kingston Road, Unit 228",Pickering,(365) 282-0049,,,,,https://www.gtasearch.com/biz/leadr-learning-essentials-for-adults-in-durham-region-pickering
Learning Essentials,Education & Childcare,Tutoring Centres,"1099 Kingston Road, Unit 228",Pickering,(365) 282-0049,,,,,https://www.gtasearch.com/biz/learning-essentials-pickering
Mathnasium,Education & Childcare,Tutoring Centres,"1450 Kingston Road, Unit 15",Pickering,(905) 903-6638,,,,,https://www.gtasearch.com/biz/mathnasium-pickering
Montessori Blaisdale School,Education & Childcare,Daycares,365 Kingston Road,Pickering,(905) 509-4547,,,,,https://www.gtasearch.com/biz/montessori-blaisdale-school-pickering
Montessori Learning Centre,Education & Childcare,,401 Kingston Road,Pickering,(905) 509-1722,,,,,https://www.gtasearch.com/biz/montessori-learning-centre-pickering
Montessori Mantra,Education & Childcare,Daycares,1884 Altona Road,Pickering,(647) 502-6563,,,,,https://www.gtasearch.com/biz/montessori-mantra-pickering
Moohan Taekwondo,Education & Childcare,,"2460 Brock Road, Unit CO-204",Pickering,(905) 683-9472,,,,,https://www.gtasearch.com/biz/moohan-taekwondo-pickering
Oxford Learning,Education & Childcare,,"1105 Finch Avenue, Unit 2",Pickering,(905) 420-3141,,,,,https://www.gtasearch.com/biz/oxford-learning-pickering
Pickering St. Isaac Jogues Ymca Centre,Education & Childcare,Daycares,1166 Finch Avenue,Pickering,(289) 923-8259,,,,,https://www.gtasearch.com/biz/pickering-st-isaac-jogues-ymca-centre-pickering
Pickering St. Monica Ymca Before And After School,Education & Childcare,Daycares,275 Twyn Rivers Drive,Pickering,(289) 923-1382,,,,,https://www.gtasearch.com/biz/pickering-st-monica-ymca-before-and-after-school-pickering
Pickering St. Wilfred Ymca Centre,Education & Childcare,Daycares,2360 Southcott Road,Pickering,(905) 619-2407,,,,,https://www.gtasearch.com/biz/pickering-st-wilfred-ymca-centre-pickering
Pro Cheer Uniforms And Apparel,Education & Childcare,,"1410 Bayly Street, Unit 8",Pickering,(905) 839-9994,,,,,https://www.gtasearch.com/biz/pro-cheer-uniforms-and-apparel-pickering
Rosebank Ymca Before And After School,Education & Childcare,Daycares,591 Rosebank Road,Pickering,(866) 317-6251,,,,,https://www.gtasearch.com/biz/rosebank-ymca-before-and-after-school-pickering
Scholars Education Centre,Education & Childcare,,"1822 Whites Road, Unit 14A",Pickering,(905) 492-8008,,,,,https://www.gtasearch.com/biz/scholars-education-centre-pickering
Schoolhouse Playcare Centres,Education & Childcare,Daycares,605 Strouds Lane,Pickering,(905) 420-1475,,,,,https://www.gtasearch.com/biz/schoolhouse-playcare-centres-pickering
Schoolhouse Playcare Centres,Education & Childcare,Daycares,1779 Westcreek Drive,Pickering,(905) 509-9470,,,,,https://www.gtasearch.com/biz/schoolhouse-playcare-centres-pickering-2
Seaton Valley Childcare,Education & Childcare,Daycares,2155 Brock Road,Pickering,(905) 239-2273,,,,,https://www.gtasearch.com/biz/seaton-valley-childcare-pickering
St. Elizabeth Seton Catholic School,Education & Childcare,,490 Strouds Lane,Pickering,(905) 839-0005,,,,,https://www.gtasearch.com/biz/st-elizabeth-seton-catholic-school-pickering
St. Elizabeth Ymca Child Care Centre,Education & Childcare,Daycares,490 Strouds Lane,Pickering,(905) 831-9724,,,,,https://www.gtasearch.com/biz/st-elizabeth-ymca-child-care-centre-pickering
St. Isaac Jogues Catholic School,Education & Childcare,,1166 Finch Avenue,Pickering,(905) 839-1844,,,,,https://www.gtasearch.com/biz/st-isaac-jogues-catholic-school-pickering
St. Mary Catholic Secondary School,Education & Childcare,,1918 Whites Road,Pickering,(905) 420-7166,,,,,https://www.gtasearch.com/biz/st-mary-catholic-secondary-school-pickering
St. Monica Catholic School,Education & Childcare,,275 Twyn Rivers Drive,Pickering,(905) 509-6691,,,,,https://www.gtasearch.com/biz/st-monica-catholic-school-pickering
St. Wilfrid Catholic School,Education & Childcare,,2360 Southcott Road,Pickering,(905) 427-6225,,,,,https://www.gtasearch.com/biz/st-wilfrid-catholic-school-pickering
Steamoji,Education & Childcare,,"780 Kingston Road, Unit b2",Pickering,(289) 660-0099,,,,,https://www.gtasearch.com/biz/steamoji-pickering
Stonemoor School Age Valley View Daycare,Education & Childcare,Daycares,3530 Westney Road,Pickering,(416) 458-2114,,,,,https://www.gtasearch.com/biz/stonemoor-school-age-valley-view-daycare-pickering
Swans Sailing School,Education & Childcare,,590 Liverpool Road,Pickering,(416) 806-4801,,,,,https://www.gtasearch.com/biz/swans-sailing-school-pickering
Swift Response,Education & Childcare,,"1815 Ironstone Manor, Unit 14A",Pickering,(647) 482-6583,,,,,https://www.gtasearch.com/biz/swift-response-pickering
Swim Time,Education & Childcare,,"1755 Pickering Parkway, Unit B38",Pickering,(905) 683-9099,,,,,https://www.gtasearch.com/biz/swim-time-pickering
The Dance Experience,Education & Childcare,Music Lessons,"1895 Clements Road, Unit 153-154",Pickering,(905) 686-8335,,,,,https://www.gtasearch.com/biz/the-dance-experience-pickering
Vaughan Willard Ymca Child Care,Education & Childcare,Daycares,1911 Dixie Road,Pickering,(905) 839-3007,,,,,https://www.gtasearch.com/biz/vaughan-willard-ymca-child-care-pickering
Willmot Piano Lessons,Education & Childcare,Music Lessons,862 West Shore Boulevard,Pickering,(647) 204-8049,,,,,https://www.gtasearch.com/biz/willmot-piano-lessons-pickering
Wurtec,Education & Childcare,,"1420 Bayly Street, Unit 17",Pickering,(905) 492-5577,,,,,https://www.gtasearch.com/biz/wurtec-pickering
Young Kim Martial Arts,Education & Childcare,,"1099 Kingston Road, Unit 6",Pickering,(905) 420-3773,,,,,https://www.gtasearch.com/biz/young-kim-martial-arts-pickering
2sphynx Innovations,Education & Childcare,,27 Fencerow Drive,Whitby,(905) 924-1674,,,,,https://www.gtasearch.com/biz/2sphynx-innovations-whitby
A.t. Martial Arts,Education & Childcare,,"1910 Dundas Street East, Unit b102",Whitby,(905) 430-3777,,,,,https://www.gtasearch.com/biz/a-t-martial-arts-whitby
Academy For Mathematics And English,Education & Childcare,,"3930 Brock Street North, Unit C3",Whitby,(289) 278-7100,,,,,https://www.gtasearch.com/biz/academy-for-mathematics-and-english-whitby
Accurate Driving School,Education & Childcare,Driving Schools,"101 Dundas Street West, Unit 203",Whitby,(905) 217-0522,,,,,https://www.gtasearch.com/biz/accurate-driving-school-whitby
Aikido Ryugikan,Education & Childcare,,"10 Sunray Street, Unit 7",Whitby,(905) 809-9236,,,,,https://www.gtasearch.com/biz/aikido-ryugikan-whitby
All Saints Catholic Secondary School,Education & Childcare,,3001 Country Lane,Whitby,(905) 666-7753,,,,,https://www.gtasearch.com/biz/all-saints-catholic-secondary-school-whitby
Authentic Montessori Academy,Education & Childcare,Daycares,508 Brock Street South,Whitby,(905) 666-3960,,,,,https://www.gtasearch.com/biz/authentic-montessori-academy-whitby
Barburrito,Education & Childcare,,"617 Victoria Street West, Unit 116A",Whitby,(905) 665-3333,,,,,https://www.gtasearch.com/biz/barburrito-whitby-2
Bohemian Bliss Yoga,Education & Childcare,,100 Dundas Street West,Whitby,(365) 650-7722,,,,,https://www.gtasearch.com/biz/bohemian-bliss-yoga-whitby
Brooklin Dance Academy,Education & Childcare,Music Lessons,"200 Carnwith Drive East, Unit 7-8 & 12",Whitby,(905) 655-9774,,,,,https://www.gtasearch.com/biz/brooklin-dance-academy-whitby
Cambridge International Academy,Education & Childcare,,"300 Water Street, Unit 1",Whitby,(905) 426-4254,,,,,https://www.gtasearch.com/biz/cambridge-international-academy-whitby
Canada Christian College,Education & Childcare,,300 Water Street,Whitby,(416) 391-5000,,,,,https://www.gtasearch.com/biz/canada-christian-college-whitby
Canaphem,Education & Childcare,,"1121 Dundas Street East, Unit BB1-BB2",Whitby,(905) 493-7436,,,,,https://www.gtasearch.com/biz/canaphem-whitby
Cftp Brooklin,Education & Childcare,,42 Bagot Street,Whitby,(905) 655-1780,,,,,https://www.gtasearch.com/biz/cftp-brooklin-whitby
Cheer Strong,Education & Childcare,,"1618 Dundas Street East, Unit 1A",Whitby,(905) 432-2336,,,,,https://www.gtasearch.com/biz/cheer-strong-whitby
